State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
5,59546,806,358,94545,5107831274.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1695243600.0,4.0,99.4,99.5,89.5,86.8,87.1,100.0,90.9,14.1,13.6,0.0,99.5,0.1,100.0,2522.0,3616.0,69.75,79.87,77.93,81.73,2.0,70.0,1744.0,4.01,3.76,3.12,4.63,1.0,152.0,2153.0,7.06,5.73,4.91,6.62,2.0,0.97,4957.0
5,59547,807,272,90703,5624748555.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1694206800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59550,808,227,92879,9517388282.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1669586400.0,1.5,86.6,98.6,32.7,40.5,34.7,25.8,21.9,3.2,7.4,0.0,8.5,0.0,0.0,107.0,164.0,65.24,69.49,62.31,76.73,1.0,1.0,24.0,4.17,3.85,2.66,5.65,1.0,6.0,53.0,11.32,9.82,5.96,15.18,1.0,1.09,345.0
5,59551,809,345,94621,5105531900.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1703196000.0,5.0,99.5,82.6,91.0,89.0,96.4,100.0,93.4,13.8,13.5,0.5,98.0,0.1,99.9,4423.0,5757.0,76.83,82.29,81.08,83.35,2.0,100.0,2593.0,3.86,3.99,3.41,4.67,1.0,333.0,3172.0,10.5,10.24,9.31,11.35,1.0,0.98,8781.0
5,59554,810,314,94538,5106518500.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1587070800.0,4.0,99.8,99.6,84.1,100.0,100.0,76.6,94.7,18.5,8.2,0.0,98.0,0.5,100.0,307.0,427.0,71.9,75.83,71.29,79.57,1.0,10.0,189.0,5.29,4.35,3.15,6.24,1.0,35.0,229.0,15.28,14.95,11.46,19.23,0.0,0.96,885.0
5,59557,811,235,90302,3106726200.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1699653600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,11.0
5,59560,601,204,91790,6263373444.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1687726800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59561,812,314,94539,5107709810.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1712869200.0,3.5,95.7,87.4,78.9,84.2,83.4,91.5,80.5,12.7,14.9,0.0,98.6,0.0,100.0,602.0,665.0,90.53,90.11,87.5,92.21,2.0,6.0,208.0,2.88,3.91,2.7,5.61,1.0,11.0,288.0,3.82,6.68,4.44,10.13,1.0,0.91,712.0
5,59563,813,193,92503,6263832929.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1701468000.0,4.0,83.2,68.9,84.6,89.7,91.9,95.1,100.0,14.0,8.3,0.0,98.7,0.0,99.3,172.0,221.0,77.83,85.59,79.34,91.19,2.0,4.0,84.0,4.76,3.94,2.64,5.7,1.0,17.0,124.0,13.71,13.12,9.23,18.28,1.0,1.07,391.0
5,59568,814,216,90638,7145223070.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1696194000.0,3.0,98.0,88.3,78.5,83.1,81.3,83.3,83.6,14.1,10.3,0.0,97.7,0.3,99.7,296.0,383.0,77.28,84.96,80.09,89.06,2.0,3.0,117.0,2.56,3.51,2.46,5.09,1.0,25.0,208.0,12.02,10.96,7.98,14.89,1.0,0.99,640.0
5,59569,815,227,92882,6262569060.0,3,1.0,1.0,1.0,1.0,1.0,0.0,1697749200.0,3.5,54.2,70.7,92.9,90.9,90.3,100.0,52.4,10.9,0.9,0.0,82.0,0.0,95.1,82.0,114.0,71.93,71.82,63.66,79.18,1.0,2.0,31.0,6.45,4.07,2.84,5.71,1.0,2.0,42.0,4.76,8.84,5.09,14.99,1.0,0.86,221.0
5,59573,816,203,91406,8185747855.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1704664800.0,1.5,75.9,63.1,68.9,55.2,68.4,44.0,46.0,14.4,11.7,0.0,84.1,0.0,99.6,193.0,255.0,75.69,77.86,72.38,82.68,1.0,0.0,47.0,0.0,3.65,2.5,5.45,1.0,13.0,160.0,8.13,9.96,6.68,14.29,1.0,0.85,759.0
5,59575,817,214,93710,5595544772.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1723410000.0,2.5,99.4,86.1,75.1,75.6,77.4,80.8,79.6,16.0,11.6,0.6,84.5,0.1,86.4,811.0,1088.0,74.54,80.55,77.74,83.29,2.0,33.0,761.0,4.34,4.1,3.23,5.24,1.0,70.0,530.0,13.21,12.0,9.88,14.76,1.0,1.04,1307.0
5,59578,818,262,90503,3105404059.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1702850400.0,1.0,76.7,62.4,46.7,51.3,46.8,43.7,40.5,15.8,15.2,0.0,87.4,0.0,100.0,453.0,738.0,61.38,69.0,65.29,72.41,0.0,16.0,283.0,5.65,4.25,3.15,5.77,1.0,52.0,392.0,13.27,11.9,9.4,14.79,1.0,1.02,1858.0
5,59579,819,249,96002,5306053731.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1710712800.0,4.0,96.2,79.0,90.2,90.4,93.4,94.2,87.3,16.8,13.6,0.3,98.4,1.7,99.4,939.0,1227.0,76.53,82.08,79.48,84.73,2.0,16.0,464.0,3.45,3.82,2.92,5.05,1.0,80.0,670.0,11.94,11.61,9.61,13.85,1.0,1.04,1578.0
5,59580,820,264,91942,6197549500.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1712782800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59581,821,214,93711,5597427000.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1735164000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59582,822,151,91205,8185079300.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1708984800.0,4.5,99.6,95.5,88.6,88.0,94.7,94.0,85.6,10.2,10.1,0.2,94.0,0.0,100.0,419.0,497.0,84.31,89.54,86.1,92.52,2.0,9.0,236.0,3.81,3.82,2.84,5.36,1.0,32.0,335.0,9.55,10.23,7.73,13.2,1.0,0.96,1290.0
5,59584,823,187,91502,8182953814.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1706392800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59585,824,269,91302,8187828822.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1712005200.0,1.5,88.9,96.0,66.5,38.2,63.6,80.6,68.3,16.6,9.5,0.7,0.7,0.0,93.4,362.0,505.0,71.68,72.77,68.78,76.5,0.0,1.0,172.0,0.58,3.3,2.4,4.7,1.0,63.0,333.0,18.92,21.6,17.46,25.82,0.0,1.0,2176.0
5,59586,825,171,92126,8586934350.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1710626400.0,4.0,100.0,90.5,85.7,87.8,95.3,79.8,93.8,16.4,12.9,0.0,100.0,0.7,100.0,354.0,440.0,80.45,84.23,79.66,88.09,2.0,2.0,78.0,2.56,3.8,2.53,5.44,1.0,28.0,266.0,10.53,12.82,9.36,17.74,1.0,1.12,898.0
5,59587,826,345,94619,5105305000.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1716843600.0,2.5,95.2,60.0,72.5,74.2,68.1,87.9,78.2,14.116367,12.275072,0.0,83.3,2.4,100.0,52.0,102.0,50.98,57.55,47.02,67.84,0.0,1.0,32.0,3.13,3.88,2.71,5.59,1.0,2.0,31.0,6.45,8.68,5.02,14.25,1.0,0.95,255.0
5,59589,827,367,93433,8059271212.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1711231200.0,3.5,98.0,78.9,84.3,88.4,85.7,87.3,78.0,15.9,14.1,0.0,98.7,1.3,99.6,731.0,881.0,82.97,85.17,82.43,87.71,2.0,14.0,429.0,3.26,4.04,2.98,5.44,1.0,28.0,305.0,9.18,10.59,7.68,14.27,1.0,0.95,1331.0
5,59590,828,254,93309,6613744959.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1718398800.0,4.5,99.7,79.8,89.4,90.8,87.5,92.6,89.7,8.9,8.0,0.0,99.0,0.0,99.7,452.0,522.0,86.59,92.36,88.98,95.67,2.0,0.0,47.0,0.0,3.59,2.43,5.13,1.0,16.0,251.0,6.37,8.21,5.7,11.49,1.0,1.04,790.0
5,59592,829,365,91773,6264452392.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1709503200.0,2.0,98.2,66.2,68.5,63.5,70.0,71.6,62.9,15.5,10.1,0.0,67.0,0.9,92.9,94.0,117.0,80.34,79.54,71.29,85.65,1.0,0.0,25.0,0.0,3.78,2.49,5.62,1.0,5.0,71.0,7.04,10.28,5.94,17.22,1.0,0.93,154.0
5,59593,830,368,92780,7148381055.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1698094800.0,2.0,92.9,75.4,66.8,72.4,72.1,85.9,68.5,14.4,13.3,0.9,84.1,1.2,94.3,420.0,668.0,62.87,68.43,64.35,71.86,0.0,15.0,275.0,5.45,4.41,3.24,6.01,1.0,52.0,381.0,13.65,12.27,9.5,15.57,1.0,1.08,1149.0
5,59594,831,203,91406,8188810005.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1709848800.0,5.0,99.3,89.7,97.4,99.9,95.3,99.3,95.3,11.3,9.0,0.0,98.1,0.2,99.8,1005.0,1375.0,73.09,76.09,73.44,78.56,1.0,20.0,614.0,3.26,3.89,2.95,5.13,1.0,54.0,723.0,7.47,8.74,6.94,11.1,1.0,0.99,2587.0
5,59597,832,195,92392,7602413800.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1718312400.0,1.5,76.3,0.0,18.8,23.2,29.6,82.72554,44.2,15.4,9.1,0.0,58.5,0.0,100.0,59.0,85.0,69.41,73.71,63.69,82.25,1.0,4.0,57.0,7.02,4.18,2.71,6.08,1.0,5.0,40.0,12.5,10.64,6.37,15.82,1.0,0.84,259.0
5,59598,833,289,92204,9099450349.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1719522000.0,3.5,96.0,67.7,88.2,82.3,87.5,90.7,78.5,12.2,3.8,1.1,50.0,2.0,90.1,239.0,278.0,85.97,88.09,83.31,91.68,2.0,6.0,101.0,5.94,4.17,2.91,5.99,1.0,13.0,109.0,11.93,11.83,8.35,17.41,1.0,1.12,370.0
5,59602,834,209,91762,9099990587.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1720818000.0,1.5,99.1,61.6,48.0,42.3,45.2,46.4,39.4,24.2,10.1,0.0,98.6,0.5,100.0,66.0,148.0,44.59,53.42,45.07,61.91,0.0,2.0,43.0,4.65,3.91,2.61,5.77,1.0,16.0,71.0,22.54,14.14,9.94,19.66,1.0,0.93,834.0
5,59607,835,190,94523,9259697634.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1729198800.0,4.0,99.6,90.6,84.7,93.9,93.0,77.6,91.4,11.6,9.6,0.0,96.4,1.6,100.0,292.0,372.0,78.49,80.67,76.12,84.76,1.0,4.0,94.0,4.26,3.87,2.68,5.56,1.0,17.0,197.0,8.63,11.0,7.52,15.67,1.0,0.87,461.0
5,59609,836,307,95834,9166481120.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1723755600.0,3.5,100.0,56.1,75.5,84.0,81.3,85.7,80.3,12.4,11.3,0.0,100.0,0.6,100.0,387.0,498.0,77.71,84.56,80.62,88.11,2.0,5.0,232.0,2.16,3.52,2.44,4.86,1.0,29.0,283.0,10.25,9.71,7.19,12.73,1.0,0.96,852.0
5,59610,837,369,92024,7606328746.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1730584800.0,4.5,100.0,67.7,90.9,95.4,94.6,84.5,83.6,9.9,7.9,0.0,100.0,0.5,100.0,142.0,175.0,81.14,85.62,78.44,90.41,2.0,1.0,67.0,1.49,3.74,2.68,5.62,1.0,17.0,106.0,16.04,12.81,8.94,17.77,1.0,1.09,576.0
5,59611,601,336,90230,3106956688.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1717794000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59612,533,222,95207,8773115001.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1725138000.0,3.0,90.9,95.5,75.9,82.4,78.5,88.7,70.5,9.7,14.3,0.0,93.0,0.4,100.0,229.0,297.0,77.1,81.05,75.97,85.72,1.0,6.0,124.0,4.84,4.09,2.75,5.5,1.0,4.0,129.0,3.1,6.36,4.06,9.78,2.0,0.86,293.0
5,59613,601,227,92882,9517354000.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1711663200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59617,838,333,94589,7075444003.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1729803600.0,4.0,99.6,85.0,86.0,87.0,90.0,87.4,86.3,12.3,7.8,0.2,98.9,0.8,97.5,37.0,45.0,82.22,85.19,72.97,93.89,1.0,0.0,23.0,0.0,3.78,2.42,5.86,1.0,4.0,30.0,13.33,11.35,6.4,19.53,1.0,1.0,84.0
5,59618,839,151,91203,8189379424.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1722891600.0,1.5,98.1,59.1,44.3,45.7,54.2,46.8,42.2,16.9,8.6,1.5,1.9,0.0,100.0,157.0,202.0,77.72,74.89,69.37,79.7,1.0,0.0,64.0,0.0,3.72,2.53,5.28,1.0,5.0,65.0,7.69,10.58,5.94,18.14,1.0,0.91,460.0
5,59619,840,370,92253,7605786339.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1720818000.0,2.5,89.5,89.4,61.8,79.4,74.1,90.7,67.2,14.1,9.0,1.2,98.0,0.3,99.3,383.0,461.0,83.08,88.59,85.23,92.04,2.0,8.0,319.0,2.51,3.56,2.53,5.09,1.0,22.0,251.0,8.76,9.56,6.84,13.39,1.0,1.06,511.0
5,59620,841,199,95131,4088834460.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1728680400.0,3.5,88.7,87.9,84.3,89.8,89.8,94.9,88.1,14.1,9.2,0.0,97.0,0.0,100.0,421.0,537.0,78.4,87.83,83.72,91.79,2.0,19.0,217.0,8.76,4.94,3.42,6.53,1.0,24.0,248.0,9.68,8.52,6.2,11.59,1.0,0.98,605.0
5,59628,842,279,94402,6502869000.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1730152800.0,3.0,100.0,99.0,71.7,74.1,74.3,82.8,75.9,10.0,12.9,0.0,100.0,0.0,100.0,245.0,320.0,76.56,87.25,81.62,91.72,2.0,11.0,193.0,5.7,4.33,3.15,6.2,1.0,14.0,117.0,11.97,11.06,7.31,16.31,1.0,0.94,546.0
5,59634,843,245,95661,9169131134.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1737669600.0,2.0,92.2,66.4,67.5,76.0,73.1,80.0,65.8,13.0,12.8,0.9,96.6,0.7,99.2,916.0,1298.0,70.57,75.3,72.75,77.45,1.0,22.0,609.0,3.61,4.01,3.02,5.35,1.0,102.0,800.0,12.75,12.61,10.64,14.71,0.0,0.99,2313.0
5,59635,844,307,95825,9164820700.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1740866400.0,2.5,84.6,86.8,74.9,85.6,88.4,56.7,41.2,14.9,8.5,0.0,48.1,1.4,100.0,328.0,351.0,93.45,87.31,84.59,89.16,2.0,1.0,146.0,0.68,3.7,2.54,5.33,1.0,7.0,176.0,3.98,8.38,5.4,13.06,1.0,0.91,410.0
5,59642,845,371,90272,3104545500.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1733349600.0,3.5,99.4,77.2,83.5,76.1,80.1,85.6,100.0,15.3,7.6,0.0,100.0,1.9,61.6,154.0,196.0,78.57,81.39,75.28,86.84,1.0,2.0,79.0,2.53,3.81,2.66,5.64,1.0,20.0,112.0,17.86,16.36,11.42,22.51,0.0,1.0,924.0
5,59644,846,372,94503,7072554401.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1746392400.0,3.0,99.6,62.7,74.0,73.2,84.2,86.1,71.0,11.4,18.2,0.0,94.7,0.0,99.4,431.0,544.0,79.23,80.99,77.59,84.29,2.0,6.0,179.0,3.35,3.89,2.84,5.62,1.0,26.0,295.0,8.81,10.52,7.39,14.53,1.0,0.87,628.0
5,59650,847,244,93063,8054195313.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1748898000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59652,848,187,91504,7472418593.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1739052000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
5,59653,849,261,93534,6617264200.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1694811600.0,2.5,97.9,84.3,70.8,73.7,73.8,87.3,69.5,19.0,10.8,0.0,100.0,0.0,100.0,75.0,123.0,60.98,69.95,60.66,79.12,1.0,3.0,51.0,5.88,3.97,2.69,5.63,1.0,10.0,61.0,16.39,11.88,7.26,17.4,1.0,0.94,293.0
5,59655,850,203,91411,8186570353.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1740002400.0,3.5,100.0,42.7,86.8,85.8,90.8,82.0,85.8,12.6,11.0,0.0,84.8,0.0,100.0,179.0,206.0,86.89,84.77,79.18,88.34,2.0,2.0,39.0,5.13,4.1,2.78,5.97,1.0,7.0,114.0,6.14,9.68,6.04,15.3,1.0,0.93,441.0
5,59656,851,113,94043,6507840082.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1752181200.0,5.0,100.0,92.0,92.8,100.0,92.4,100.0,100.0,13.0,11.8,0.0,100.0,1.5,100.0,123.0,151.0,81.46,83.39,77.26,88.79,2.0,2.0,42.0,4.76,4.04,2.72,6.01,1.0,4.0,79.0,5.06,8.29,5.13,13.3,1.0,0.96,183.0
5,59659,852,196,91423,8189909003.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1738792800.0,3.0,94.9,88.9,76.0,100.0,84.4,66.9,62.4,10.1,8.2,0.0,10.6,0.5,100.0,256.0,305.0,83.93,82.17,78.26,85.6,2.0,2.0,38.0,5.26,3.97,2.73,5.84,1.0,9.0,201.0,4.48,8.29,5.08,12.95,1.0,0.95,692.0
5,59661,853,264,91941,6193038341.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1754600400.0,4.5,96.8,83.1,91.6,85.1,95.1,100.0,100.0,15.2,12.1,0.3,95.3,1.6,100.0,147.0,211.0,69.67,73.88,67.86,79.32,1.0,1.0,41.0,2.44,3.86,2.62,5.7,1.0,11.0,121.0,9.09,10.1,6.86,14.84,1.0,0.97,515.0
5,59662,854,186,95020,4088483900.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1752181200.0,3.0,98.2,100.0,53.2,72.7,87.9,86.5,73.6,12.8,15.0,0.0,95.9,2.4,100.0,194.0,263.0,73.76,75.44,70.61,80.17,1.0,2.0,58.0,3.45,3.87,2.73,5.52,1.0,12.0,150.0,8.0,9.91,6.69,14.12,1.0,0.75,342.0
5,59664,855,220,93401,8055444001.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1780174800.0,3.0,91.3,50.0,77.8,79.0,84.3,90.4,77.7,20.3,22.4,0.0,96.3,6.3,100.0,54.0,84.0,64.29,65.9,55.43,75.7,0.0,0.0,21.0,0.0,3.81,2.55,5.71,1.0,7.0,34.0,20.59,16.66,9.12,28.91,1.0,1.12,445.0
5,59665,856,307,95815,9165158652.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1751230800.0,3.5,99.8,43.9,84.7,87.3,88.2,89.6,77.4,16.6,12.7,0.3,98.0,0.3,99.9,1526.0,1784.0,85.54,93.42,91.74,95.09,2.0,56.0,1295.0,4.32,3.86,3.16,4.81,1.0,93.0,927.0,10.03,8.92,7.49,10.72,1.0,0.88,2214.0
5,59671,857,314,94536,5108944139.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1756846800.0,4.0,100.0,94.7,82.9,89.0,92.1,92.8,82.9,15.2,11.6,0.0,100.0,1.2,100.0,267.0,313.0,85.3,87.78,83.2,91.28,2.0,0.0,51.0,0.0,3.55,2.46,5.32,1.0,18.0,160.0,11.25,12.41,8.93,17.69,1.0,0.87,441.0
5,59675,858,151,91206,6268577777.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1752094800.0,2.5,88.0,97.1,79.8,75.3,78.6,79.0,75.6,14.0,9.9,0.0,99.8,0.4,100.0,446.0,603.0,73.96,79.12,75.42,82.75,1.0,11.0,142.0,7.75,4.62,3.2,6.51,1.0,66.0,404.0,16.34,14.55,11.87,17.96,0.0,1.04,1836.0
5,59676,859,299,91214,8166491475.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1754341200.0,3.5,99.6,97.3,91.0,86.2,91.5,32.8,67.5,10.9,4.5,0.0,63.9,0.0,100.0,1023.0,1112.0,92.0,93.36,91.77,94.93,2.0,3.0,73.0,4.11,3.83,2.6,5.58,1.0,33.0,662.0,4.98,7.09,5.27,9.65,2.0,0.91,2909.0
5,59677,860,180,91367,8183240728.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1753304400.0,4.0,100.0,98.5,87.5,84.8,89.2,84.7,98.2,9.8,5.9,0.0,100.0,0.4,100.0,197.0,280.0,70.36,73.52,68.02,78.68,1.0,1.0,42.0,2.38,3.82,2.63,5.44,1.0,12.0,175.0,6.86,8.77,5.98,13.2,1.0,1.07,1152.0
5,59679,861,256,90640,3237212300.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1748984400.0,4.0,100.0,73.4,98.1,65.0,93.3,83.3,76.8,11.5,6.8,1.6,68.4,1.0,99.0,83.0,147.0,56.46,62.36,53.98,71.01,0.0,2.0,36.0,5.56,3.92,2.63,5.45,1.0,14.0,74.0,18.92,12.1,8.32,16.65,1.0,0.98,231.0
5,59681,862,333,94590,7075618008.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1765144800.0,3.0,99.3,31.2,71.5,80.5,84.9,86.5,63.8,12.9,14.6,0.7,99.7,1.0,100.0,268.0,377.0,71.09,78.0,72.75,83.07,1.0,4.0,116.0,3.45,3.95,2.77,5.54,1.0,18.0,244.0,7.38,8.42,5.97,12.01,1.0,1.01,404.0
5,59683,863,341,93612,5597724673.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1761602400.0,3.0,99.9,94.9,75.1,86.0,77.2,85.5,73.4,13.5,12.0,0.5,99.9,0.5,99.9,1023.0,1294.0,79.06,85.02,82.68,87.27,2.0,21.0,578.0,3.63,3.9,2.93,5.2,1.0,52.0,699.0,7.44,8.04,6.45,10.32,1.0,1.03,1718.0
5,59685,864,373,95901,5307424800.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1760734800.0,2.0,88.0,77.9,71.3,80.0,76.6,84.2,64.0,17.9,14.4,0.3,89.8,0.8,99.7,677.0,877.0,77.19,84.07,80.82,86.87,2.0,19.0,394.0,4.82,4.24,3.17,5.62,1.0,42.0,394.0,10.66,11.13,8.8,14.42,1.0,0.98,1428.0
